,Dahl2021_p,Bilgory2023_p,LopezPerez2020_p,DeHundt2012_score,Burgos2010_score,Tasnim2012_score
0,0.6496221067548418,0.5580860363469059,0.5161290322580645,0.46808266360505163,0.30392156862745096,0.3085714285714285
1,0.6557239057239057,0.5625,0.5404411764705882,0.4942434210526316,0.330078125,0.3229166666666667
2,0.6569464201043148,0.5630309988518943,0.5538302277432712,0.5258323765786452,0.355,0.3354978354978355
3,0.6599576271186441,0.564067172762825,0.5551835603786653,0.5263400046008742,0.36796536796536794,0.3387096774193548
4,0.6605890603085554,0.5651023694501955,0.5572616024012931,0.5437428243398392,0.37109375,0.35109717868338564
5,0.6681436567164178,0.5656140350877193,0.5575200918484501,0.5495370370370372,0.37460815047021945,0.3626373626373626
6,0.6713747645951036,0.5658318014705883,0.5577233895174325,0.5498277841561423,0.3919270833333333,0.3637992831541219
7,0.6723776223776224,0.5670175438596492,0.5587695133149679,0.5500345065562456,0.39428571428571424,0.36458333333333337
8,0.6740506329113924,0.5740783410138248,0.5599724264705883,0.5500459136822774,0.4013333333333333,0.36609686609686615
9,0.6765807962529273,0.5756009615384615,0.5610713461094435,0.5510789715335169,0.40625,0.3666666666666667
10,0.6797202797202796,0.5763824884792628,0.5643939393939394,0.5542929292929293,0.40625,0.3667711598746082
11,0.6817438055165965,0.5778952205882353,0.5651974288337924,0.5564867967853042,0.40625,0.37202380952380953
12,0.6826877657061879,0.581630309988519,0.5652274301546987,0.558993304086816,0.41025641025641024,0.3736263736263736
13,0.6832399626517274,0.5849779428836777,0.5664351851851851,0.5599263860133425,0.4107142857142857,0.37617554858934166
14,0.6856343283582089,0.587037037037037,0.5673170731707318,0.561524334251607,0.4140625,0.3761755485893417
15,0.6861904761904764,0.5901639344262295,0.5681712962962964,0.5620967741935484,0.416015625,0.3781362007168459
16,0.6867028814359942,0.5905221992178514,0.5691159586681974,0.5633042279411764,0.41692789968652033,0.38
17,0.6870032725572698,0.5906432748538012,0.5718186134852801,0.5637096774193548,0.42166666666666663,0.38
18,0.6878220140515223,0.5924775707384402,0.5739590522199217,0.5639766081871346,0.421875,0.3813333333333333
19,0.6935028248587569,0.5925883167859617,0.5750877192982455,0.5647656430385593,0.4231974921630094,0.38244047619047616
20,0.695067788686302,0.5928308823529412,0.5753456221198157,0.5657864523536166,0.4263322884012539,0.3839285714285715
21,0.6952214452214452,0.5936351102941175,0.577020202020202,0.5658795749704841,0.4273504273504274,0.3848039215686274
22,0.6957142857142857,0.5937796771130105,0.5774320872997445,0.566141917293233,0.4293333333333333,0.3853046594982078
23,0.6985741000467507,0.5938934802571166,0.5791027154663518,0.566569837811668,0.4296875,0.38666666666666666
24,0.7005868544600939,0.5946663588085893,0.5796491228070175,0.566934557979334,0.43066666666666664,0.3870967741935484
25,0.7013986013986012,0.5953228869895536,0.5797750229568411,0.5680287903413048,0.43506493506493504,0.3896103896103895
26,0.7023087686567164,0.5960517201570077,0.5798872180451129,0.5699013157894737,0.4427083333333333,0.38961038961038963
27,0.7023923444976077,0.5962962962962963,0.5801930147058822,0.5699074074074073,0.445141065830721,0.3917378917378918
28,0.7025012025012025,0.5992647058823529,0.5817129629629629,0.570829450139795,0.44623655913978494,0.3918495297805643
29,0.7028814359943316,0.599373113536104,0.5836405529953916,0.5719944082013046,0.44984326018808773,0.3928571428571429
30,0.7028917910447761,0.6,0.5848765432098766,0.5720387901177557,0.4516129032258065,0.3949843260188088
31,0.7036252354048965,0.6003232509812977,0.5858226102941178,0.5727314707919648,0.45299145299145305,0.3966666666666666
32,0.704534718941899,0.6004140786749482,0.5870715435932827,0.5738425925925925,0.4545454545454545,0.3973333333333333
33,0.7045348293595137,0.6006523765144455,0.5873798076923078,0.5738740808823529,0.45500000000000007,0.3981191222570533
34,0.7045668549905839,0.6012178308823529,0.5883116883116883,0.5742690058479533,0.45670995670995673,0.3986666666666667
35,0.7053613053613054,0.6017221584385763,0.5884615384615385,0.5744631724774878,0.4592476489028214,0.3989769820971867
36,0.7056119980648282,0.6017543859649123,0.5892732760622242,0.5757330870468715,0.45945945945945943,0.4
37,0.7057598039215687,0.602632186561995,0.5899645808736719,0.576201923076923,0.46279761904761907,0.4
38,0.7063047711781889,0.6049368541905855,0.592141544117647,0.5769675925925927,0.462890625,0.40125391849529785
39,0.7065476190476191,0.6049627213420316,0.5935706084959815,0.5775375939849624,0.46499999999999997,0.40282131661442006
40,0.7067784600850259,0.605475040257649,0.5944674012855831,0.5776119402985074,0.46577380952380953,0.40333333333333327
41,0.7079254079254078,0.6059027777777778,0.5944700460829493,0.5776620370370369,0.4666666666666667,0.404296875
42,0.7087220149253732,0.6067325367647058,0.5946969696969697,0.5777649769585254,0.47,0.40441176470588236
43,0.7102892366050261,0.6077118448395289,0.5958208265989379,0.5780116959064328,0.4700854700854702,0.40455840455840464
44,0.7104761904761904,0.609375,0.5958668197474167,0.578359962406015,0.47058823529411764,0.40499999999999997
45,0.7104955586722768,0.6097308488612837,0.5959164292497625,0.5795347744360902,0.4716666666666666,0.4066666666666667
46,0.7109557109557111,0.6100643382352942,0.5959816303099885,0.5797453703703704,0.47333333333333333,0.40692640692640697
47,0.7113997113997114,0.610300925925926,0.5960964408725603,0.5801843317972349,0.4739010989010989,0.4102564102564103
48,0.7115205223880596,0.6106481481481482,0.5965033356337704,0.5806303197607545,0.47526041666666663,0.4107142857142857
49,0.7117117117117118,0.6107667584940312,0.5969848053181387,0.583160800552105,0.4764890282131661,0.4112554112554112
50,0.7124413145539906,0.6107921928817451,0.5972350230414747,0.5831797235023041,0.4767025089605734,0.412087912087912
51,0.7124708624708624,0.6114430147058825,0.5976268796992481,0.5834481175390266,0.4767025089605735,0.412109375
52,0.7127684407096171,0.6117106773823191,0.5978185993111367,0.5837557603686636,0.47835497835497837,0.4140625
53,0.7128805620608899,0.6120770676691729,0.5982059645852749,0.5840992647058825,0.47939560439560436,0.4155844155844155
54,0.7133971291866028,0.6121323529411764,0.5984443928488508,0.5841013824884793,0.48065476190476186,0.41666666666666663
55,0.7139830508474576,0.6126073833294637,0.5990338164251208,0.5849078341013825,0.4814814814814815,0.41666666666666663
56,0.7140845070422536,0.6127068014705882,0.5993087557603687,0.5850419384902144,0.48290598290598297,0.41666666666666663
57,0.7141025641025641,0.615702479338843,0.5994031221303948,0.5865671641791044,0.4833333333333334,0.41687979539641945
58,0.7145191409897292,0.6158088235294118,0.5994212962962963,0.5866268382352942,0.48432601880877746,0.41833333333333333
59,0.7147854477611939,0.6166666666666667,0.599537037037037,0.5867836257309942,0.48432601880877746,0.41849529780564265
60,0.715018656716418,0.6169354838709677,0.5999535639656373,0.5881123752031576,0.48433048433048437,0.4189560439560439
